overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4.0,False,"02 24, 2005",A9MAUO67ABVOB,B00000F3CX,{'Format:': ' DVD'},F. Behrens,"""The King of England and the woman for whom he gave up a throne"" has nearly passed into legend, as has the much re-recorded abdication speech give by Edward VIII in which he explained in his own voice (kings by tradition had no right to express personal opinions in public) that all he wanted was to be with the woman he loved. Whether or not she was a scheming Lady Macbeth who wanted to be a queen will never really be known, but it makes an interesting challenge for an actress who plays the part of the American, twice-divorced Mrs. Simpson.

 I was delighted to learn that A&E has restored the 1978 mini-series, ""Edward & Mrs. Simpson"" in a boxed set of two DVDs (AAE 71753). In seven episodes of 50 minutes each, it tells the tale of how Edward (Edward Fox) first runs into Wallis Simpson (Cynthia Harris), becomes obsessed with her, drives all of the higher-ups in the British government half mad seeking ways to satisfy their master and at the same time stopping a marriage which could not constitutionally exist.

 As scripted, Simpson is no sympathetic character but a woman used to getting what she wants, even if it is  the next King of England. Unhappily, Edward (who is called David throughout the series) is shown to be a spoiled brat who often puts his pleasures before his duties; and by the time one might really feel sorry for him, some can only say, ""What did you expect?"" and ""You got what you thoroughly deserved.""

 As fine as Fox and Harris are as actors, there is none of that special ""chemistry"" needed to convince us that these two were (or at least that he was) so madly obsessed with each other. And while there is much talk about how fascinating Wallis was to all who met her, the viewer hardly sees anything matching that description.

 But what a pleasure it is to see consummate actors do their stuff, especially supported by such British stars as Nigel Hawthorne, Peggy Ashcroft (as the outraged Queen Mary),  John Shrapnel, David Waller (as the long-suffering Prime Minister, Stanley Baldwin), Patricia Hodge (from the Rumpole series), and too many others to mention here.

 A final irony is found in the bonus feature, ""Wallis Simpson"" from A&E's Biography series, when we are told that Simpson was carrying on another affair all through her stalking of Edward! It would be interesting to know how this would have changed the script if this information were known back then.

 In sum, although I think that just under six hours is far too long to carry this story and keep things sparking (150 minutes would have been about right), I can still recommend this set for the acting, the period dcor, and the discussions it is bound to stimulate among the viewers.",Was SHE worth giving up a crown?,1109203200,76,
4.0,True,"11 21, 2015",A21KND5E75ORWI,B00YQJRYGY,{'Format:': ' Prime Video'},L Morrison,"Good, but not the same without Mel Gibson.",Four Stars,1448064000,,
5.0,True,"11 10, 2015",A383QE7YZRMNCT,B0013FSL0C,{'Format:': ' Amazon Video'},rally_squirrel_west,"Gabriel Byrne is intensely magnificent as always, but the shadows cast between his internal conflict between his role as a therapist, and his existential reality of being just simply another human being make this a very tight fit for his skills as an actor.  In addition, the cases are interesting, and the dynamic tension never lets up. It's fascinating and thought provoking TV.  The kind a thinking person would like!",The kind a thinking person would like!,1447113600,,
5.0,True,"07 13, 2015",A38UDTT1L7AWFH,B00N1JQ3UI,{'Format:': ' Blu-ray'},Ernest F. Carneau,"Of course I had to have this one!  Not enough video at the bottom of the trench. James Cameron has the same interest in deep sea exploration as I do. In the history of the World, only 3 men (people) have ever been to the bottom of the deepest part of the ocean, the Mariana Trench, approx 36,000 ft, (7 miles)  deep.

And here's the kicker, it's harder to go to the bottom of the ocean here, than it is to go to the moon!!",Historic Dive to the bottom of the Mariana Trench,1436745600,2,
4.0,True,"03 14, 2015",A1E21ZL7VZTXFH,B00003BDZY,{'Format:': ' Amazon Video'},Gevin Huey,"A top tier anime, I only wish that this was available in HD or/and the original film was also available.",Great film. I miss the original.,1426291200,,
4.0,True,"04 9, 2014",A22R1X2P28BFCV,6304680538,{'Format:': ' DVD'},Mark K. Rempel,"This is a film distributed by Howco International Pictures back in October 1957 (not 1958 as it says on the box). Yet another alien invasion film dealing with possession and the threat of atomic weapons-- all well-trod motifs in 1950s science fiction. Here John Agar plays a scientist named Steve Marsh and he is taken over by a megalomaniac alien named Gore. so far a cliche. However, another brain from the planet Arous, named Val, acts as a policeman and instructs Steve's girlfriend how to get rid of Gore. The use of a bad alien and a good alien makes this film slightly better than too many one-dimensional alien invasion films where aliens are evil, wicked, and must be destroyed. I've always preferred the sympathetic alien films, and loathe such films as Independence Day which ridicules such an idea. I believe if aliens exists that they must be benevolent and not wicked. At any rate, it is impressive that John Agar got to play two roles simultaneously: the nice scientist Steve, and the megalomaniac Gore. Yet the film has a Puritanical streak in it, for example, Steve can only be passionate and lustful when possessed by Gore, indicating that lust and rough sex was only permitted if one is a megalomaniac alien invader. The sets are very ordinary, and special effects are cheap. For a Puritanical film it is interesting to see scenes of Sally wearing tight jeans out in the desert, with a brief glance of her butt. On the whole, a rather short but enjoyable film spoilt by an absurd and clumsy ending. Most of the film has the floating brain as a holographic image, but at the end the brain has materialized and is solid and thus can be destroyed. Val explanation does not explain enough for that.",Marquette Productions cheapie from 1957 quite entertaining,1397001600,4,
2.0,True,"07 31, 2015",A1RW11RGBGRRUR,B00439GDQ4,{'Format:': ' Amazon Video'},Craig Mohan,"Is the Tim and Eric show popular? I was just wondering because this is mostly the same poop, I guess if you are stoned enough anything is funny but I don't use dope so I don't get it.... how on earth did this ever make it onto HBO??!!",Robotchicken?!,1438300800,,
5.0,True,"01 29, 2006",A36EW68H08UOCS,B000BPL2F6,{'Format:': ' DVD'},Mark J. Fowler,"""Yesterday"" opens with a long slow camera pan over South African Desert.  When it seemed too long I looked at the timer on the DVD player and 3 1/2 minutes had passed - just a camera passing across the desert.  Then the camera picks up two lone figures walking up the road, a young black mother and her child.  They pass two women who ask them how far it is to their village.  ""We've been walking over two hours"", the young woman says.  She clearly has far to walk still.

The woman finally arrives at her destination - to get in line to see a Doctor who comes to the neighboring village once a week.  Although she has walked for hours, and has the return walk ahead of her, she is told that she is too late.  A man comes up to interrupt the Doctor's line - about 20 patients ahead of her.  Then I got it.  The long opening camera shot was designed to give me, the comfortable viewer, some sense of the uncomfortable nature of life in these African villages. Although the woman had walked through the desert for hours she was too late - and the Doctor wouldn't be returning for a week. I felt ashamed at being annoyed by the opening 3 1/2 minute shot of the desert.  Director Darrell Roodt had me.  The director of the acclaimed ""Cry, the Beloved Country"" returns with another story that must be told about his native South Africa.

The young mother was ""Yesterday"", played by Leleti Khumalo of ""Hotel Rwanda"", and she was leading her daughter ""Beauty"", played by Lihle Mvelase.  Yesterday is a Zulu, and Roodt makes the film ring true by having the entire film in Zulu, so a warning to those who hate to read subtitles or don't speak Zulu.

It dawns on us that Yesterday has some awful disease - from her coughing at night I at first thought she might have T.B. but we learn that the news is perhaps even worse.  Her husband (in a brief but effective performance by Kenneth Khambula), on one of his rare trips home from the Johannesburg mines, has infected her with H.I.V.

The film never gets preachy.  There are scenes of heart-warming compassion - such as the teacher in her village (played well by Harriet Lenabe) probably only slightly better off financially than impoverished Yesterday, who offers to watch Beauty so that Yesterday can get to the weekly Doctor visit in time in the village on the other side of that long walk we see in the opening scene, then secretly hires a taxi to carry Yesterday even more quickly.  There are also scenes full of painful anguish - with perhaps none worse than the scene where Yesterday tracks down her husband at the mine to give him the news.

We don't get to see pharmaceutical companies and governments and whatever decisions go into making treatment for AIDS available or, perhaps more importantly, affordable.  We get to see a compassionate Doctor (played by Camilla Walker), strapped for resources, who tries to help hundreds of patients. We get to see the villagers who live around Yesterday's hut, and how their growing fear and resentment make Yesterday and her husband outcasts when it becomes clear that they had AIDS.

Yesterday's only hope is that she will live long enough to see Beauty begin school.  My hope is that growing awareness will make fewer Yesterdays.",Yesterday puts a human face on the African Epidemic,1138492800,17,
4.0,True,"02 22, 2015",A22RTUG76KRIHP,B000W668R6,{'Format:': ' Blu-ray'},Mooj,"Quality was a little shaky on the transfer on the first 2, but other than that, a great collection.",HEY ADRIAN!!,1424563200,,
3.0,True,"02 9, 2017",A2D9CC1JRZL4SL,B00BPRI6WG,{'Format:': ' Amazon Video'},Jillo,It was OK.  A documentary that held my interest.,Documentary,1486598400,,
2.0,True,"05 25, 2014",A2L984XIGAXDSU,B00CZB9BE8,{'Format:': ' Amazon Video'},Stewart M.,"Why the move shows MacArthur on the cover is beyond me, minor figure in this war movie turned chick flick.",This side of a chick flick,1400976000,,
2.0,False,"10 4, 2017",AHNYRCBNPYS9P,B005NFJAWG,{'Format:': ' DVD'},AeroEngineer,"This show is about deluded people trying to treat symptoms without addressing the root causes and is therefore complete bunk. It's wholly Masonic with it's constant checkboard/chessboard masonic references on the various floors you see in the show, it's veiled obelisks like clocktowers, it's constant use of Jesus Christ's name as a swear word(this show is written by pharisees and financed and acted by their servant freemasons) and constant ugly language. It is Anti-Christian and is designed to demoralize you the viewer so you can turn to your very spiritual oppressors for solace in some tower of babel nwo nightmare world. It constantly pushes homosexuality in almost all major characters, alcoholism, foul blasphemous language, adultery, lying to get ahead, murder, glorifies drug culture and even those who rob drug dealers etc etc. It's an act of masochism to watch this and many other shows like it, especially HBO fare. It tries to depict pharisees of all sorts scrambling for paydays in some sort of nostalgic light in season 5, newspapers have always been hacks for advertisers, ""news"" is what is approved through bought ads and the deadline is always about how profitable the paper is. It features the number one Judaeo-Masonic goal, the subversion of the Catholic Church and the eradication of Christianity as a whole in the form of mind control. Pharisees CALLING themselves Christians, this is mind control. Might I add that most of the major characters are British aka British-Israel empire judaeo-masons? I suspect the ""wire"" refers more to a garrot on the minds of the viewers more than any phone tap garbage. Why have a wire when phone microphones can be tapped directly since what, Echelon? it's pointless chaos like the Judaeo-Masons love to promote so they can bring about their satanic order, especially spiritual order. If you want to watch this garbage God help you as you'll be just more chaff on the barn floor, beware the reaper.",Judaeo-Masonic Garbage subversio mind control Anti-Christian,1507075200,,
